AAPL (APPLE INC),186.80,-5.43,
Nov 14 2018 @ 19:12 ET,Bid,186.93,Ask,187.14,Size,1x1,Vol,60747714,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2019 Jan 18 100.00 (AAPL1918A100-B),99.40,0.0,85.50,89.50, ,9052,2019 Jan 18 100.00 (AAPL1918M100-B),0.05,0.0,0.0,0.16, ,35647,
2019 Jan 18 100.00 (AAPL1918A100-E),87.59,-7.54,83.40,91.95,8,9052,2019 Jan 18 100.00 (AAPL1918M100-E),0.04,+0.01,0.0,0.05,587,35647,
2019 Jan 18 100.00 (AAPL1918A100-I),96.85,0.0,86.50,88.40,0,9052,2019 Jan 18 100.00 (AAPL1918M100-I),0.03,0.0,0.03,0.16,0,35647,
2019 Jan 18 100.00 (AAPL1918A100-J),96.85,0.0,85.50,90.05, ,9052,2019 Jan 18 100.00 (AAPL1918M100-J),0.05,0.0,0.0,0.54, ,35647,
2019 Jan 18 100.00 (AAPL1918A100-K),72.80,0.0,85.50,90.50, ,9052,2019 Jan 18 100.00 (AAPL1918M100-K),0.82,0.0,0.0,5.00, ,35647,
2019 Jan 18 100.00 (AAPL1918A100-O),96.90,0.0,85.50,89.55, ,9052,2019 Jan 18 100.00 (AAPL1918M100-O),0.04,0.0,0.01,0.15, ,35647,
2019 Jan 18 100.00 (AAPL1918A100-OG),120.45,0.0,85.60,90.50,0,9052,2019 Jan 18 100.00 (AAPL1918M100-OG),0.07,0.0,0.0,0.16,0,35647,
2019 Jan 18 100.00 (AAPL1918A100-P),87.70,-6.25,86.45,87.50,20,9052,2019 Jan 18 100.00 (AAPL1918M100-P),0.04,0.0,0.0,0.11,0,35647,
2019 Jan 18 100.00 (AAPL1918A100-S),89.35,-7.50,86.45,88.45,5,9052,2019 Jan 18 100.00 (AAPL1918M100-S),0.04,0.0,0.0,0.16, ,35647,
2019 Jan 18 100.00 (AAPL1918A100-X),109.25,0.0,85.50,89.35, ,9052,2019 Jan 18 100.00 (AAPL1918M100-X),0.05,+0.01,0.01,0.18,20,35647,
2019 Jan 18 100.00 (AAPL1918A100-Y),96.85,0.0,86.45,88.95,0,9052,2019 Jan 18 100.00 (AAPL1918M100-Y),0.04,0.0,0.0,0.16,0,35647,
2019 Jan 18 105.00 (AAPL1918A105),88.30,0.0,81.20,83.75,0,717,2019 Jan 18 105.00 (AAPL1918M105),0.06,+0.01,0.03,0.07,735,6685,
2019 Jan 18 105.00 (AAPL1918A105-3),70.75,0.0,77.55,87.50,0,717,2019 Jan 18 105.00 (AAPL1918M105-3),0.04,0.0,0.0,0.57,0,6685,
2019 Jan 18 105.00 (AAPL1918A105-4),90.55,0.0,81.05,84.05,0,717,2019 Jan 18 105.00 (AAPL1918M105-4),0.04,0.0,0.0,0.26,10,6685,
2019 Jan 18 105.00 (AAPL1918A105-8),90.65,0.0,80.75,84.45, ,717,2019 Jan 18 105.00 (AAPL1918M105-8),0.04,0.0,0.0,0.31, ,6685,
2019 Jan 18 105.00 (AAPL1918A105-A),86.22,0.0,80.95,84.25,0,717,2019 Jan 18 105.00 (AAPL1918M105-A),0.05,0.0,0.03,0.21,0,6685,
2019 Jan 18 105.00 (AAPL1918A105-B),118.28,0.0,80.10,85.00, ,717,2019 Jan 18 105.00 (AAPL1918M105-B),0.05,0.0,0.0,0.19,10,6685,
2019 Jan 18 105.00 (AAPL1918A105-E),91.38,0.0,78.45,87.45, ,717,2019 Jan 18 105.00 (AAPL1918M105-E),0.06,+0.01,0.0,0.08,715,6685,
2019 Jan 18 105.00 (AAPL1918A105-I),91.75,0.0,81.20,83.75,0,717,2019 Jan 18 105.00 (AAPL1918M105-I),0.04,0.0,0.03,0.09,0,6685,
2019 Jan 18 105.00 (AAPL1918A105-J),61.10,0.0,80.00,85.00, ,717,2019 Jan 18 105.00 (AAPL1918M105-J),0.20,0.0,0.0,0.57, ,6685,
2019 Jan 18 105.00 (AAPL1918A105-K),57.50,0.0,80.00,85.00, ,717,2019 Jan 18 105.00 (AAPL1918M105-K),0.85,0.0,0.0,5.00, ,6685,
2019 Jan 18 105.00 (AAPL1918A105-O),88.30,0.0,80.00,84.75, ,717,2019 Jan 18 105.00 (AAPL1918M105-O),0.04,0.0,0.01,0.19, ,6685,
2019 Jan 18 105.00 (AAPL1918A105-OG),102.80,0.0,80.25,85.00,0,717,2019 Jan 18 105.00 (AAPL1918M105-OG),0.04,0.0,0.0,0.07,0,6685,
2019 Jan 18 105.00 (AAPL1918A105-P),103.50,0.0,80.10,84.30,0,717,2019 Jan 18 105.00 (AAPL1918M105-P),0.05,0.0,0.0,0.09,0,6685,
2019 Jan 18 105.00 (AAPL1918A105-S),124.80,0.0,81.20,83.75, ,717,2019 Jan 18 105.00 (AAPL1918M105-S),0.04,0.0,0.03,0.09, ,6685,
2019 Jan 18 105.00 (AAPL1918A105-X),105.00,0.0,80.25,84.80, ,717,2019 Jan 18 105.00 (AAPL1918M105-X),0.03,0.0,0.0,0.19, ,6685,
2019 Jan 18 105.00 (AAPL1918A105-Y),91.75,0.0,80.60,83.75,0,717,2019 Jan 18 105.00 (AAPL1918M105-Y),0.04,0.0,0.03,0.09,0,6685,
2019 Jan 18 110.00 (AAPL1918A110),79.00,-3.93,76.40,78.75,2,3809,2019 Jan 18 110.00 (AAPL1918M110),0.10,+0.04,0.09,0.11,19,16754,
2019 Jan 18 110.00 (AAPL1918A110-3),54.10,0.0,76.00,79.20,0,3809,2019 Jan 18 110.00 (AAPL1918M110-3),0.06,+0.01,0.0,0.59,10,16754,
2019 Jan 18 110.00 (AAPL1918A110-4),82.93,0.0,76.25,78.90,0,3809,2019 Jan 18 110.00 (AAPL1918M110-4),0.08,0.0,0.0,0.24,0,16754,
2019 Jan 18 110.00 (AAPL1918A110-8),82.61,0.0,75.90,79.55, ,3809,2019 Jan 18 110.00 (AAPL1918M110-8),0.12,0.0,0.0,0.23, ,16754,
2019 Jan 18 110.00 (AAPL1918A110-A),112.60,0.0,76.25,79.40,0,3809,2019 Jan 18 110.00 (AAPL1918M110-A),0.11,0.0,0.0,0.23,0,16754,
2019 Jan 18 110.00 (AAPL1918A110-B),116.02,0.0,75.80,79.70, ,3809,2019 Jan 18 110.00 (AAPL1918M110-B),0.07,0.0,0.0,0.24, ,16754,
2019 Jan 18 110.00 (AAPL1918A110-E),87.19,0.0,76.25,78.90, ,3809,2019 Jan 18 110.00 (AAPL1918M110-E),0.06,0.0,0.0,0.23, ,16754,
2019 Jan 18 110.00 (AAPL1918A110-I),97.05,0.0,76.40,78.75,0,3809,2019 Jan 18 110.00 (AAPL1918M110-I),0.06,0.0,0.09,0.12,0,16754,
2019 Jan 18 110.00 (AAPL1918A110-J),15.05,0.0,76.00,79.20, ,3809,2019 Jan 18 110.00 (AAPL1918M110-J),0.19,0.0,0.0,0.59, ,16754,
2019 Jan 18 110.00 (AAPL1918A110-K),52.00,0.0,75.60,80.60, ,3809,2019 Jan 18 110.00 (AAPL1918M110-K),0.19,0.0,0.0,5.00, ,16754,
2019 Jan 18 110.00 (AAPL1918A110-O),80.60,-18.50,76.15,79.75,1,3809,2019 Jan 18 110.00 (AAPL1918M110-O),0.07,0.0,0.01,0.12, ,16754,
2019 Jan 18 110.00 (AAPL1918A110-OG),79.00,-30.55,75.85,80.60,1,3809,2019 Jan 18 110.00 (AAPL1918M110-OG),0.10,+0.04,0.0,0.12,2,16754,
2019 Jan 18 110.00 (AAPL1918A110-P),99.25,0.0,75.95,79.15,0,3809,2019 Jan 18 110.00 (AAPL1918M110-P),0.07,0.0,0.0,0.12,0,16754,
2019 Jan 18 110.00 (AAPL1918A110-S),85.20,0.0,76.35,78.75, ,3809,2019 Jan 18 110.00 (AAPL1918M110-S),0.10,0.0,0.0,0.22, ,16754,
2019 Jan 18 110.00 (AAPL1918A110-X),82.80,0.0,75.60,79.80, ,3809,2019 Jan 18 110.00 (AAPL1918M110-X),0.11,+0.05,0.0,0.11,7,16754,
2019 Jan 18 110.00 (AAPL1918A110-Y),65.20,0.0,76.35,78.95,0,3809,2019 Jan 18 110.00 (AAPL1918M110-Y),0.07,0.0,0.0,0.12,0,16754,
2019 Jan 18 115.00 (AAPL1918A115),73.45,-7.45,71.35,73.90,3,4566,2019 Jan 18 115.00 (AAPL1918M115),0.12,+0.03,0.05,0.15,118,13690,
2019 Jan 18 115.00 (AAPL1918A115-3),92.00,0.0,71.05,74.30,0,4566,2019 Jan 18 115.00 (AAPL1918M115-3),0.14,0.0,0.0,0.64,0,13690,
2019 Jan 18 115.00 (AAPL1918A115-4),104.93,0.0,71.20,74.20,0,4566,2019 Jan 18 115.00 (AAPL1918M115-4),0.13,0.0,0.0,0.26,0,13690,
2019 Jan 18 115.00 (AAPL1918A115-8),73.45,-20.70,70.70,74.50,2,4566,2019 Jan 18 115.00 (AAPL1918M115-8),0.15,+0.06,0.0,0.25,5,13690,
2019 Jan 18 115.00 (AAPL1918A115-A),106.10,0.0,71.10,74.55,0,4566,2019 Jan 18 115.00 (AAPL1918M115-A),0.09,0.0,0.0,0.25,0,13690,
2019 Jan 18 115.00 (AAPL1918A115-B),94.00,0.0,70.90,74.75, ,4566,2019 Jan 18 115.00 (AAPL1918M115-B),0.07,0.0,0.0,0.28, ,13690,
2019 Jan 18 115.00 (AAPL1918A115-E),80.90,0.0,71.20,74.05, ,4566,2019 Jan 18 115.00 (AAPL1918M115-E),0.13,-0.01,0.0,0.28,100,13690,
2019 Jan 18 115.00 (AAPL1918A115-I),114.40,0.0,71.35,73.90,0,4566,2019 Jan 18 115.00 (AAPL1918M115-I),0.14,+0.06,0.0,0.15,8,13690,
2019 Jan 18 115.00 (AAPL1918A115-J),50.20,0.0,71.05,74.30, ,4566,2019 Jan 18 115.00 (AAPL1918M115-J),0.23,0.0,0.0,0.64, ,13690,
2019 Jan 18 115.00 (AAPL1918A115-K),40.00,0.0,70.70,75.70, ,4566,2019 Jan 18 115.00 (AAPL1918M115-K),1.91,0.0,0.0,5.00, ,13690,
2019 Jan 18 115.00 (AAPL1918A115-O),76.97,-2.71,71.20,74.80,1,4566,2019 Jan 18 115.00 (AAPL1918M115-O),0.08,0.0,0.01,0.17, ,13690,
2019 Jan 18 115.00 (AAPL1918A115-OG),75.30,0.0,70.95,75.70,0,4566,2019 Jan 18 115.00 (AAPL1918M115-OG),0.09,0.0,0.0,0.18,0,13690,
2019 Jan 18 115.00 (AAPL1918A115-P),94.10,0.0,71.05,74.30,0,4566,2019 Jan 18 115.00 (AAPL1918M115-P),0.10,0.0,0.0,0.17,0,13690,
2019 Jan 18 115.00 (AAPL1918A115-S),111.75,0.0,71.35,73.90, ,4566,2019 Jan 18 115.00 (AAPL1918M115-S),0.07,0.0,0.0,0.26, ,13690,
2019 Jan 18 115.00 (AAPL1918A115-X),79.68,0.0,70.70,74.95, ,4566,2019 Jan 18 115.00 (AAPL1918M115-X),0.15,+0.06,0.05,0.18,2,13690,
2019 Jan 18 115.00 (AAPL1918A115-Y),78.50,0.0,71.30,74.05,0,4566,2019 Jan 18 115.00 (AAPL1918M115-Y),0.12,+0.04,0.0,0.28,3,13690,
2019 Jan 18 120.00 (AAPL1918A120),69.60,-4.74,66.40,68.95,39,10152,2019 Jan 18 120.00 (AAPL1918M120),0.20,+0.09,0.14,0.22,66,17632,
2019 Jan 18 120.00 (AAPL1918A120-3),89.78,0.0,66.05,69.30,0,10152,2019 Jan 18 120.00 (AAPL1918M120-3),0.12,0.0,0.0,0.67,0,17632,
2019 Jan 18 120.00 (AAPL1918A120-4),69.25,-20.42,66.05,69.35,10,10152,2019 Jan 18 120.00 (AAPL1918M120-4),0.19,+0.08,0.0,0.31,7,17632,
2019 Jan 18 120.00 (AAPL1918A120-8),74.34,0.0,66.40,68.95, ,10152,2019 Jan 18 120.00 (AAPL1918M120-8),0.11,0.0,0.14,0.33, ,17632,
2019 Jan 18 120.00 (AAPL1918A120-A),96.00,0.0,65.85,69.40,0,10152,2019 Jan 18 120.00 (AAPL1918M120-A),0.08,0.0,0.14,0.22,0,17632,
2019 Jan 18 120.00 (AAPL1918A120-B),97.90,0.0,65.95,69.85, ,10152,2019 Jan 18 120.00 (AAPL1918M120-B),0.14,0.0,0.0,0.22, ,17632,
2019 Jan 18 120.00 (AAPL1918A120-E),69.20,-5.66,65.95,69.40,5,10152,2019 Jan 18 120.00 (AAPL1918M120-E),0.11,0.0,0.0,0.30, ,17632,
2019 Jan 18 120.00 (AAPL1918A120-I),75.75,0.0,65.80,69.45,0,10152,2019 Jan 18 120.00 (AAPL1918M120-I),0.11,0.0,0.12,0.22,0,17632,
2019 Jan 18 120.00 (AAPL1918A120-J),60.50,0.0,66.05,69.35, ,10152,2019 Jan 18 120.00 (AAPL1918M120-J),0.11,0.0,0.0,0.67, ,17632,
2019 Jan 18 120.00 (AAPL1918A120-K),44.00,0.0,65.75,70.75, ,10152,2019 Jan 18 120.00 (AAPL1918M120-K),0.43,0.0,0.0,5.00, ,17632,
2019 Jan 18 120.00 (AAPL1918A120-O),69.00,-5.25,65.90,69.30,2,10152,2019 Jan 18 120.00 (AAPL1918M120-O),0.11,0.0,0.01,0.22, ,17632,
2019 Jan 18 120.00 (AAPL1918A120-OG),69.60,-23.65,66.00,70.25,2,10152,2019 Jan 18 120.00 (AAPL1918M120-OG),0.20,+0.09,0.0,0.22,9,17632,
2019 Jan 18 120.00 (AAPL1918A120-P),90.00,0.0,66.00,69.35,0,10152,2019 Jan 18 120.00 (AAPL1918M120-P),0.20,+0.09,0.0,0.22,8,17632,
2019 Jan 18 120.00 (AAPL1918A120-S),98.00,0.0,66.05,69.30, ,10152,2019 Jan 18 120.00 (AAPL1918M120-S),0.14,+0.03,0.12,0.22,4,17632,
2019 Jan 18 120.00 (AAPL1918A120-X),67.94,-7.90,66.30,68.95,20,10152,2019 Jan 18 120.00 (AAPL1918M120-X),0.12,0.0,0.0,0.33, ,17632,
2019 Jan 18 120.00 (AAPL1918A120-Y),73.60,0.0,66.05,69.35,0,10152,2019 Jan 18 120.00 (AAPL1918M120-Y),0.20,+0.09,0.12,0.22,38,17632,
2019 Jan 18 125.00 (AAPL1918A125),63.00,-5.00,61.45,64.00,21,5739,2019 Jan 18 125.00 (AAPL1918M125),0.27,+0.11,0.22,0.30,74,17632,
2019 Jan 18 125.00 (AAPL1918A125-3),103.27,0.0,61.15,64.35,0,5739,2019 Jan 18 125.00 (AAPL1918M125-3),0.12,0.0,0.0,0.73,0,17632,
2019 Jan 18 125.00 (AAPL1918A125-4),72.45,0.0,61.15,64.05,0,5739,2019 Jan 18 125.00 (AAPL1918M125-4),0.27,+0.13,0.0,0.36,27,17632,
2019 Jan 18 125.00 (AAPL1918A125-8),70.80,0.0,61.05,64.45, ,5739,2019 Jan 18 125.00 (AAPL1918M125-8),0.23,+0.09,0.0,0.37,1,17632,
2019 Jan 18 125.00 (AAPL1918A125-A),97.20,0.0,61.10,64.35,0,5739,2019 Jan 18 125.00 (AAPL1918M125-A),0.11,0.0,0.17,0.30,0,17632,
2019 Jan 18 125.00 (AAPL1918A125-B),91.30,0.0,61.00,64.95, ,5739,2019 Jan 18 125.00 (AAPL1918M125-B),0.26,0.0,0.0,0.30, ,17632,
2019 Jan 18 125.00 (AAPL1918A125-E),70.50,0.0,61.40,64.15, ,5739,2019 Jan 18 125.00 (AAPL1918M125-E),0.27,+0.11,0.0,0.37,25,17632,
2019 Jan 18 125.00 (AAPL1918A125-I),78.30,0.0,61.20,64.25,0,5739,2019 Jan 18 125.00 (AAPL1918M125-I),0.26,+0.10,0.22,0.30,10,17632,
2019 Jan 18 125.00 (AAPL1918A125-J),48.20,0.0,61.15,64.35, ,5739,2019 Jan 18 125.00 (AAPL1918M125-J),0.15,0.0,0.0,0.73, ,17632,
2019 Jan 18 125.00 (AAPL1918A125-K),106.45,0.0,60.85,65.85, ,5739,2019 Jan 18 125.00 (AAPL1918M125-K),0.38,0.0,0.0,5.00, ,17632,
2019 Jan 18 125.00 (AAPL1918A125-O),63.00,-17.20,61.45,64.00,20,5739,2019 Jan 18 125.00 (AAPL1918M125-O),0.10,0.0,0.16,0.30, ,17632,
2019 Jan 18 125.00 (AAPL1918A125-OG),83.25,0.0,61.10,65.70,0,5739,2019 Jan 18 125.00 (AAPL1918M125-OG),0.25,+0.15,0.0,0.30,7,17632,
2019 Jan 18 125.00 (AAPL1918A125-P),68.00,0.0,61.10,64.35,0,5739,2019 Jan 18 125.00 (AAPL1918M125-P),0.10,0.0,0.16,0.30,0,17632,
2019 Jan 18 125.00 (AAPL1918A125-S),76.15,0.0,61.30,64.15, ,5739,2019 Jan 18 125.00 (AAPL1918M125-S),0.10,0.0,0.22,0.30, ,17632,
2019 Jan 18 125.00 (AAPL1918A125-X),70.00,0.0,61.10,64.35, ,5739,2019 Jan 18 125.00 (AAPL1918M125-X),0.20,+0.01,0.0,0.39,3,17632,
2019 Jan 18 125.00 (AAPL1918A125-Y),67.30,+0.20,61.40,64.10,1,5739,2019 Jan 18 125.00 (AAPL1918M125-Y),0.27,+0.17,0.22,0.30,1,17632,
2019 Jan 18 130.00 (AAPL1918A130),59.12,-5.27,56.80,58.80,23,7468,2019 Jan 18 130.00 (AAPL1918M130),0.31,+0.08,0.22,0.40,61,20030,
2019 Jan 18 130.00 (AAPL1918A130-3),91.30,0.0,56.20,59.45,0,7468,2019 Jan 18 130.00 (AAPL1918M130-3),0.21,0.0,0.05,0.81,0,20030,
2019 Jan 18 130.00 (AAPL1918A130-4),90.35,0.0,56.60,58.95,0,7468,2019 Jan 18 130.00 (AAPL1918M130-4),0.31,+0.19,0.05,0.42,1,20030,
2019 Jan 18 130.00 (AAPL1918A130-8),76.71,0.0,56.10,59.55, ,7468,2019 Jan 18 130.00 (AAPL1918M130-8),0.19,0.0,0.0,0.41, ,20030,
2019 Jan 18 130.00 (AAPL1918A130-A),79.75,0.0,56.80,58.80,0,7468,2019 Jan 18 130.00 (AAPL1918M130-A),0.12,0.0,0.22,0.44,0,20030,
2019 Jan 18 130.00 (AAPL1918A130-B),84.75,0.0,56.00,60.05, ,7468,2019 Jan 18 130.00 (AAPL1918M130-B),0.20,0.0,0.0,0.43, ,20030,
2019 Jan 18 130.00 (AAPL1918A130-E),64.39,0.0,56.60,58.95, ,7468,2019 Jan 18 130.00 (AAPL1918M130-E),0.31,+0.08,0.0,0.42,25,20030,
2019 Jan 18 130.00 (AAPL1918A130-I),72.90,0.0,56.20,59.35,0,7468,2019 Jan 18 130.00 (AAPL1918M130-I),0.35,+0.12,0.22,0.41,3,20030,
2019 Jan 18 130.00 (AAPL1918A130-J),49.30,0.0,56.20,59.45, ,7468,2019 Jan 18 130.00 (AAPL1918M130-J),0.18,0.0,0.05,0.81, ,20030,
2019 Jan 18 130.00 (AAPL1918A130-K),36.60,0.0,55.95,60.95, ,7468,2019 Jan 18 130.00 (AAPL1918M130-K),0.26,0.0,0.0,5.00, ,20030,
2019 Jan 18 130.00 (AAPL1918A130-O),65.18,0.0,56.40,59.45, ,7468,2019 Jan 18 130.00 (AAPL1918M130-O),0.12,0.0,0.05,0.40, ,20030,
2019 Jan 18 130.00 (AAPL1918A130-OG),64.50,0.0,55.95,60.45,0,7468,2019 Jan 18 130.00 (AAPL1918M130-OG),0.30,+0.10,0.0,0.41,20,20030,
2019 Jan 18 130.00 (AAPL1918A130-P),60.10,-17.60,56.15,59.45,4,7468,2019 Jan 18 130.00 (AAPL1918M130-P),0.22,0.0,0.22,0.41,0,20030,
2019 Jan 18 130.00 (AAPL1918A130-S),60.00,-15.20,56.30,59.35,10,7468,2019 Jan 18 130.00 (AAPL1918M130-S),0.12,0.0,0.22,0.41, ,20030,
2019 Jan 18 130.00 (AAPL1918A130-X),59.12,-20.57,56.60,58.95,9,7468,2019 Jan 18 130.00 (AAPL1918M130-X),0.34,+0.15,0.0,0.42,12,20030,
2019 Jan 18 130.00 (AAPL1918A130-Y),70.80,0.0,56.65,59.00,0,7468,2019 Jan 18 130.00 (AAPL1918M130-Y),0.19,0.0,0.22,0.41,0,20030,
2019 Jan 18 135.00 (AAPL1918A135),53.50,-7.04,51.80,54.10,7,5470,2019 Jan 18 135.00 (AAPL1918M135),0.44,+0.13,0.0,0.48,376,13474,
2019 Jan 18 135.00 (AAPL1918A135-3),71.79,0.0,51.35,54.60,0,5470,2019 Jan 18 135.00 (AAPL1918M135-3),0.43,+0.12,0.0,0.94,24,13474,
2019 Jan 18 135.00 (AAPL1918A135-4),73.00,0.0,51.80,54.10,0,5470,2019 Jan 18 135.00 (AAPL1918M135-4),0.43,+0.20,0.0,0.53,17,13474,
2019 Jan 18 135.00 (AAPL1918A135-8),70.42,0.0,51.40,55.00, ,5470,2019 Jan 18 135.00 (AAPL1918M135-8),0.44,+0.21,0.0,0.48,1,13474,
2019 Jan 18 135.00 (AAPL1918A135-A),74.00,0.0,51.50,54.70,0,5470,2019 Jan 18 135.00 (AAPL1918M135-A),0.28,0.0,0.0,0.48,0,13474,
2019 Jan 18 135.00 (AAPL1918A135-B),74.70,0.0,50.85,55.10, ,5470,2019 Jan 18 135.00 (AAPL1918M135-B),0.29,0.0,0.0,0.50, ,13474,
2019 Jan 18 135.00 (AAPL1918A135-E),60.54,0.0,51.50,54.35, ,5470,2019 Jan 18 135.00 (AAPL1918M135-E),0.42,+0.11,0.0,0.49,5,13474,
2019 Jan 18 135.00 (AAPL1918A135-I),68.65,0.0,51.75,54.15,0,5470,2019 Jan 18 135.00 (AAPL1918M135-I),0.42,+0.27,0.0,0.48,57,13474,
2019 Jan 18 135.00 (AAPL1918A135-J),94.29,0.0,51.35,54.60, ,5470,2019 Jan 18 135.00 (AAPL1918M135-J),0.35,0.0,0.0,0.94, ,13474,
2019 Jan 18 135.00 (AAPL1918A135-K),32.00,0.0,50.40,55.40, ,5470,2019 Jan 18 135.00 (AAPL1918M135-K),0.24,0.0,0.0,5.00, ,13474,
2019 Jan 18 135.00 (AAPL1918A135-O),69.00,0.0,51.65,55.20, ,5470,2019 Jan 18 135.00 (AAPL1918M135-O),0.43,+0.25,0.0,0.48,122,13474,
2019 Jan 18 135.00 (AAPL1918A135-OG),62.90,0.0,50.60,55.40,0,5470,2019 Jan 18 135.00 (AAPL1918M135-OG),0.38,+0.12,0.0,0.49,95,13474,
2019 Jan 18 135.00 (AAPL1918A135-P),69.00,0.0,51.35,54.60,0,5470,2019 Jan 18 135.00 (AAPL1918M135-P),0.42,+0.14,0.0,0.93,18,13474,
2019 Jan 18 135.00 (AAPL1918A135-S),53.50,-26.15,51.70,54.20,7,5470,2019 Jan 18 135.00 (AAPL1918M135-S),0.27,0.0,0.0,0.50, ,13474,
2019 Jan 18 135.00 (AAPL1918A135-X),73.70,0.0,50.70,55.35, ,5470,2019 Jan 18 135.00 (AAPL1918M135-X),0.42,+0.25,0.0,0.49,22,13474,
2019 Jan 18 135.00 (AAPL1918A135-Y),97.94,0.0,51.70,54.35,0,5470,2019 Jan 18 135.00 (AAPL1918M135-Y),0.24,-0.03,0.0,0.48,15,13474,
2019 Jan 18 140.00 (AAPL1918A140),47.50,-6.15,46.95,49.10,48,9939,2019 Jan 18 140.00 (AAPL1918M140),0.59,+0.23,0.39,0.58,698,41887,
2019 Jan 18 140.00 (AAPL1918A140-3),60.67,0.0,46.70,49.80,0,9939,2019 Jan 18 140.00 (AAPL1918M140-3),0.57,+0.21,0.28,1.08,8,41887,
2019 Jan 18 140.00 (AAPL1918A140-4),53.65,0.0,46.70,49.40,0,9939,2019 Jan 18 140.00 (AAPL1918M140-4),0.58,+0.39,0.28,0.62,4,41887,
2019 Jan 18 140.00 (AAPL1918A140-8),47.60,-8.83,46.60,49.45,1,9939,2019 Jan 18 140.00 (AAPL1918M140-8),0.60,+0.20,0.0,0.59,5,41887,
2019 Jan 18 140.00 (AAPL1918A140-A),67.00,0.0,46.60,49.40,0,9939,2019 Jan 18 140.00 (AAPL1918M140-A),0.58,+0.22,0.0,0.62,200,41887,
2019 Jan 18 140.00 (AAPL1918A140-B),84.27,0.0,46.05,50.20, ,9939,2019 Jan 18 140.00 (AAPL1918M140-B),0.56,+0.22,0.0,0.64,2,41887,
2019 Jan 18 140.00 (AAPL1918A140-E),47.92,-10.08,46.70,49.45,4,9939,2019 Jan 18 140.00 (AAPL1918M140-E),0.51,+0.10,0.0,0.63,192,41887,
2019 Jan 18 140.00 (AAPL1918A140-I),68.55,0.0,46.95,49.15,0,9939,2019 Jan 18 140.00 (AAPL1918M140-I),0.51,+0.16,0.0,0.62,113,41887,
2019 Jan 18 140.00 (AAPL1918A140-J),84.45,0.0,46.70,49.80, ,9939,2019 Jan 18 140.00 (AAPL1918M140-J),0.32,0.0,0.28,1.08, ,41887,
2019 Jan 18 140.00 (AAPL1918A140-K),30.75,0.0,45.60,50.60, ,9939,2019 Jan 18 140.00 (AAPL1918M140-K),1.39,0.0,0.0,5.00, ,41887,
2019 Jan 18 140.00 (AAPL1918A140-O),47.50,-8.20,46.55,49.60,31,9939,2019 Jan 18 140.00 (AAPL1918M140-O),0.59,+0.17,0.39,0.58,8,41887,
2019 Jan 18 140.00 (AAPL1918A140-OG),60.30,0.0,45.85,50.60,0,9939,2019 Jan 18 140.00 (AAPL1918M140-OG),0.50,+0.14,0.0,0.61,15,41887,
2019 Jan 18 140.00 (AAPL1918A140-P),49.55,-12.55,46.55,50.00,10,9939,2019 Jan 18 140.00 (AAPL1918M140-P),0.56,+0.20,0.29,0.69,137,41887,
2019 Jan 18 140.00 (AAPL1918A140-S),48.90,-14.80,46.95,49.10,1,9939,2019 Jan 18 140.00 (AAPL1918M140-S),0.32,0.0,0.39,0.59, ,41887,
2019 Jan 18 140.00 (AAPL1918A140-X),50.15,-9.87,46.80,49.25,1,9939,2019 Jan 18 140.00 (AAPL1918M140-X),0.58,+0.17,0.0,0.63,13,41887,
2019 Jan 18 140.00 (AAPL1918A140-Y),79.40,0.0,46.95,49.45,0,9939,2019 Jan 18 140.00 (AAPL1918M140-Y),0.57,+0.16,0.28,0.62,1,41887,
2019 Jan 18 145.00 (AAPL1918A145),43.35,-7.65,42.30,43.50,63,31825,2019 Jan 18 145.00 (AAPL1918M145),0.75,+0.31,0.52,0.90,294,25153,
2019 Jan 18 145.00 (AAPL1918A145-3),72.24,0.0,41.80,45.00,0,31825,2019 Jan 18 145.00 (AAPL1918M145-3),0.67,+0.26,0.18,1.83,22,25153,
2019 Jan 18 145.00 (AAPL1918A145-4),44.00,-29.84,41.80,44.35,2,31825,2019 Jan 18 145.00 (AAPL1918M145-4),0.31,0.0,0.17,1.83,0,25153,
2019 Jan 18 145.00 (AAPL1918A145-8),59.36,0.0,41.60,44.80, ,31825,2019 Jan 18 145.00 (AAPL1918M145-8),0.78,+0.37,0.0,4.85,6,25153,
2019 Jan 18 145.00 (AAPL1918A145-A),44.00,-13.45,41.85,44.50,16,31825,2019 Jan 18 145.00 (AAPL1918M145-A),0.39,0.0,0.0,2.50,0,25153,
2019 Jan 18 145.00 (AAPL1918A145-B),58.64,0.0,41.65,45.55, ,31825,2019 Jan 18 145.00 (AAPL1918M145-B),0.44,0.0,0.0,1.27, ,25153,
2019 Jan 18 145.00 (AAPL1918A145-E),43.05,-7.35,42.05,44.40,2,31825,2019 Jan 18 145.00 (AAPL1918M145-E),0.77,+0.32,0.0,9.80,15,25153,
2019 Jan 18 145.00 (AAPL1918A145-I),43.35,-9.25,42.30,43.50,23,31825,2019 Jan 18 145.00 (AAPL1918M145-I),0.67,+0.25,0.52,0.90,42,25153,
2019 Jan 18 145.00 (AAPL1918A145-J),79.55,0.0,41.80,45.05, ,31825,2019 Jan 18 145.00 (AAPL1918M145-J),0.30,0.0,0.17,1.83, ,25153,
